REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (H1),A (Unable to Subtype),A (H3),2009 H1N1,A (Subtyping not Performed),B,H3N2v
HHS Regions,Region 8,2011,23,297,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2011,23,244,0.819672131147541,0,0,0,0,0,2,0
HHS Regions,Region 10,2011,23,183,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2011,24,108,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,24,180,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2011,24,267,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2011,24,322,2.48447204968944,0,0,0,2,6,0,0
HHS Regions,Region 5,2011,24,182,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2011,24,267,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2011,24,152,0.657894736842105,0,0,1,0,0,0,0
HHS Regions,Region 8,2011,24,291,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2011,24,226,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2011,24,114,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2011,25,111,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,25,187,0.53475935828877,0,0,0,0,0,1,0
HHS Regions,Region 3,2011,25,265,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2011,25,228,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2011,25,199,1.00502512562814,0,0,0,0,2,0,0
HHS Regions,Region 6,2011,25,243,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2011,25,131,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2011,25,233,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2011,25,215,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2011,25,155,1.29032258064516,0,0,0,0,0,2,0
HHS Regions,Region 1,2011,26,10,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,26,147,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2011,26,184,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2011,26,221,0.904977375565611,0,0,0,0,1,1,0
HHS Regions,Region 5,2011,26,162,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2011,26,183,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2011,26,131,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2011,26,217,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2011,26,178,1.12359550561798,0,0,0,2,0,0,0
HHS Regions,Region 10,2011,26,127,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2011,27,6,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,27,149,0.671140939597315,0,0,0,1,0,0,0
HHS Regions,Region 3,2011,27,186,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2011,27,220,0.454545454545455,0,0,0,0,0,1,0
HHS Regions,Region 5,2011,27,150,0.666666666666667,0,0,0,0,1,0,0
HHS Regions,Region 6,2011,27,192,0.520833333333333,0,0,0,1,0,0,0
HHS Regions,Region 7,2011,27,117,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2011,27,175,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2011,27,149,0.671140939597315,0,0,1,0,0,0,0
HHS Regions,Region 10,2011,27,154,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2011,28,16,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,28,140,0.714285714285714,0,0,1,0,0,0,0
HHS Regions,Region 3,2011,28,197,1.52284263959391,0,0,1,0,1,1,0
HHS Regions,Region 4,2011,28,192,2.08333333333333,0,0,1,0,0,3,0
HHS Regions,Region 5,2011,28,161,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2011,28,185,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2011,28,162,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2011,28,206,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2011,28,127,0.78740157480315,0,0,1,0,0,0,0
HHS Regions,Region 10,2011,28,114,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2011,29,6,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,29,135,1.48148148148148,0,0,2,0,0,0,0
HHS Regions,Region 3,2011,29,174,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2011,29,205,2.4390243902439,0,0,2,0,0,3,0
HHS Regions,Region 5,2011,29,135,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2011,29,202,0.495049504950495,0,0,0,0,1,0,0
HHS Regions,Region 7,2011,29,149,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2011,29,193,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2011,29,184,0.543478260869565,0,0,0,0,0,1,0
HHS Regions,Region 10,2011,29,117,0.854700854700855,0,0,0,0,0,1,0
HHS Regions,Region 1,2011,30,3,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,30,104,0.961538461538462,0,0,1,0,0,0,0
HHS Regions,Region 3,2011,30,168,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2011,30,183,1.63934426229508,0,0,0,0,2,1,0
HHS Regions,Region 5,2011,30,131,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2011,30,184,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2011,30,126,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2011,30,147,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2011,30,129,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2011,30,132,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2011,31,2,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,31,139,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2011,31,215,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2011,31,197,2.53807106598985,0,0,0,0,3,2,0
HHS Regions,Region 5,2011,31,148,0.675675675675676,0,0,0,1,0,0,0
HHS Regions,Region 6,2011,31,184,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2011,31,136,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2011,31,172,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2011,31,154,3.24675324675325,0,0,2,2,0,1,0
HHS Regions,Region 10,2011,31,81,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2011,32,1,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,32,140,0.714285714285714,0,0,0,0,0,1,0
HHS Regions,Region 3,2011,32,192,0.520833333333333,0,0,1,0,0,0,0
HHS Regions,Region 4,2011,32,179,3.35195530726257,0,0,1,0,4,1,0
HHS Regions,Region 5,2011,32,162,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2011,32,250,1.2,0,0,0,0,3,0,0
HHS Regions,Region 7,2011,32,140,0.714285714285714,0,0,1,0,0,0,0
HHS Regions,Region 8,2011,32,166,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2011,32,118,0.847457627118644,0,0,0,1,0,0,0
HHS Regions,Region 10,2011,32,85,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2011,33,11,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,33,66,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2011,33,198,0.505050505050505,0,1,0,0,0,0,0
HHS Regions,Region 4,2011,33,225,2.66666666666667,0,0,1,1,3,1,0
HHS Regions,Region 5,2011,33,184,1.08695652173913,0,0,0,0,1,1,0
HHS Regions,Region 6,2011,33,243,0.823045267489712,0,0,1,0,1,0,0
HHS Regions,Region 7,2011,33,141,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2011,33,187,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2011,33,157,3.18471337579618,0,0,3,1,0,1,0
HHS Regions,Region 10,2011,33,94,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2011,34,11,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,34,135,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2011,34,210,0.476190476190476,0,0,0,0,1,0,0
HHS Regions,Region 4,2011,34,292,3.08219178082192,0,0,3,0,4,2,0
HHS Regions,Region 5,2011,34,155,1.29032258064516,0,0,0,0,0,2,0
HHS Regions,Region 6,2011,34,229,0.873362445414847,0,0,2,0,0,0,0
HHS Regions,Region 7,2011,34,183,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2011,34,211,0.4739336492891,0,0,0,0,1,0,0
HHS Regions,Region 9,2011,34,164,1.21951219512195,0,0,0,0,0,2,0
HHS Regions,Region 10,2011,34,115,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2011,35,7,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,35,130,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2011,35,217,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2011,35,339,2.94985250737463,0,0,1,0,8,1,0
HHS Regions,Region 5,2011,35,158,1.26582278481013,0,0,1,1,0,0,0
HHS Regions,Region 6,2011,35,318,0.314465408805031,0,0,0,0,1,0,0
HHS Regions,Region 7,2011,35,211,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2011,35,239,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2011,35,177,1.12994350282486,0,0,1,1,0,0,0
HHS Regions,Region 10,2011,35,129,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2011,36,8,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,36,73,1.36986301369863,0,0,1,0,0,0,0
HHS Regions,Region 3,2011,36,295,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2011,36,408,1.96078431372549,0,0,1,0,7,0,0
HHS Regions,Region 5,2011,36,133,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2011,36,405,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2011,36,177,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2011,36,249,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2011,36,177,2.25988700564972,0,0,1,1,0,2,0
HHS Regions,Region 10,2011,36,131,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2011,37,13,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,37,193,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2011,37,335,0.597014925373134,0,0,1,0,1,0,0
HHS Regions,Region 4,2011,37,417,2.87769784172662,0,0,0,0,10,2,0
HHS Regions,Region 5,2011,37,153,0.65359477124183,0,0,1,0,0,0,0
HHS Regions,Region 6,2011,37,430,0.232558139534884,0,0,0,0,0,1,0
HHS Regions,Region 7,2011,37,212,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2011,37,252,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2011,37,173,0.578034682080925,0,0,0,0,0,1,0
HHS Regions,Region 10,2011,37,148,2.7027027027027,0,0,4,0,0,0,0
HHS Regions,Region 1,2011,38,17,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,38,208,0.961538461538462,0,0,1,0,1,0,0
HHS Regions,Region 3,2011,38,305,0.327868852459016,0,0,1,0,0,0,0
HHS Regions,Region 4,2011,38,458,2.18340611353712,0,0,0,0,5,5,0
HHS Regions,Region 5,2011,38,260,0.769230769230769,0,0,1,0,0,1,0
HHS Regions,Region 6,2011,38,395,0.253164556962025,0,0,1,0,0,0,0
HHS Regions,Region 7,2011,38,224,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2011,38,323,1.23839009287926,0,0,1,0,2,1,0
HHS Regions,Region 9,2011,38,202,0.495049504950495,0,0,0,0,0,1,0
HHS Regions,Region 10,2011,38,220,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2011,39,20,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,39,280,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2011,39,386,1.03626943005181,0,0,2,1,0,1,0
HHS Regions,Region 4,2011,39,532,4.13533834586466,0,0,8,0,10,4,0
HHS Regions,Region 5,2011,39,219,0.45662100456621,0,0,1,0,0,0,0
HHS Regions,Region 6,2011,39,488,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2011,39,230,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2011,39,326,0.613496932515337,0,0,2,0,0,0,0
HHS Regions,Region 9,2011,39,224,1.78571428571429,0,0,3,0,0,1,0
HHS Regions,Region 10,2011,39,215,0.930232558139535,0,0,2,0,0,0,0
HHS Regions,Region 1,2011,40,37,5.40540540540541,0,0,0,0,0,2,0
HHS Regions,Region 2,2011,40,262,0.381679389312977,0,0,1,0,0,0,0
HHS Regions,Region 3,2011,40,434,0.230414746543779,0,0,0,0,1,0,0
HHS Regions,Region 4,2011,40,546,1.83150183150183,0,0,0,0,5,5,0
HHS Regions,Region 5,2011,40,282,1.77304964539007,0,0,3,1,0,1,0
HHS Regions,Region 6,2011,40,436,0.458715596330275,0,0,1,0,1,0,0
HHS Regions,Region 7,2011,40,234,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2011,40,385,1.03896103896104,0,0,4,0,0,0,0
HHS Regions,Region 9,2011,40,338,1.18343195266272,0,0,2,2,0,0,0
HHS Regions,Region 10,2011,40,238,1.68067226890756,0,0,3,0,0,1,0
HHS Regions,Region 1,2011,41,60,1.66666666666667,0,0,0,0,0,1,0
HHS Regions,Region 2,2011,41,342,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2011,41,460,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2011,41,545,1.10091743119266,0,0,0,0,0,6,0
HHS Regions,Region 5,2011,41,265,0.754716981132076,0,0,2,0,0,0,0
HHS Regions,Region 6,2011,41,484,0.413223140495868,0,0,0,0,2,0,0
HHS Regions,Region 7,2011,41,228,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2011,41,423,0.236406619385343,0,0,1,0,0,0,0
HHS Regions,Region 9,2011,41,302,1.98675496688742,0,0,5,0,0,1,0
HHS Regions,Region 10,2011,41,207,0.483091787439614,0,0,1,0,0,0,0
HHS Regions,Region 1,2011,42,63,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,42,364,0.54945054945055,0,0,2,0,0,0,0
HHS Regions,Region 3,2011,42,476,0.210084033613445,0,0,0,0,1,0,0
HHS Regions,Region 4,2011,42,626,2.07667731629393,0,0,2,0,7,4,0
HHS Regions,Region 5,2011,42,279,0.3584229390681,0,0,0,1,0,0,0
HHS Regions,Region 6,2011,42,524,0.572519083969466,0,0,1,0,0,2,0
HHS Regions,Region 7,2011,42,207,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2011,42,391,0.255754475703325,0,0,1,0,0,0,0
HHS Regions,Region 9,2011,42,272,2.20588235294118,0,0,4,1,0,1,0
HHS Regions,Region 10,2011,42,223,0.448430493273543,0,0,0,0,0,1,0
HHS Regions,Region 1,2011,43,56,1.78571428571429,0,0,1,0,0,0,0
HHS Regions,Region 2,2011,43,353,0.28328611898017,0,0,0,0,1,0,0
HHS Regions,Region 3,2011,43,429,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2011,43,807,2.72614622057001,0,0,0,0,14,8,0
HHS Regions,Region 5,2011,43,332,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2011,43,557,0.718132854578097,0,0,1,0,1,2,0
HHS Regions,Region 7,2011,43,243,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2011,43,413,0.484261501210654,0,0,2,0,0,0,0
HHS Regions,Region 9,2011,43,342,2.92397660818713,0,0,6,0,2,2,0
HHS Regions,Region 10,2011,43,217,1.84331797235023,0,0,2,0,2,0,0
HHS Regions,Region 1,2011,44,146,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,44,359,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2011,44,474,0.210970464135021,0,0,1,0,0,0,0
HHS Regions,Region 4,2011,44,793,1.89155107187894,0,0,2,1,7,5,0
HHS Regions,Region 5,2011,44,322,1.5527950310559,0,0,4,0,1,0,0
HHS Regions,Region 6,2011,44,628,0.636942675159236,0,0,0,0,2,2,0
HHS Regions,Region 7,2011,44,268,0.373134328358209,0,0,1,0,0,0,0
HHS Regions,Region 8,2011,44,444,0.45045045045045,0,0,2,0,0,0,0
HHS Regions,Region 9,2011,44,404,1.73267326732673,0,0,3,0,2,2,0
HHS Regions,Region 10,2011,44,237,1.68776371308017,0,0,4,0,0,0,0
HHS Regions,Region 1,2011,45,212,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,45,414,0.241545893719807,0,0,1,0,0,0,0
HHS Regions,Region 3,2011,45,523,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2011,45,875,2.97142857142857,0,0,0,1,13,12,0
HHS Regions,Region 5,2011,45,358,0.837988826815642,0,0,1,0,0,2,0
HHS Regions,Region 6,2011,45,476,0.630252100840336,0,0,0,0,2,1,0
HHS Regions,Region 7,2011,45,249,0.401606425702811,0,0,1,0,0,0,0
HHS Regions,Region 8,2011,45,525,1.9047619047619,0,0,8,0,2,0,0
HHS Regions,Region 9,2011,45,451,0.886917960088692,0,0,3,1,0,0,0
HHS Regions,Region 10,2011,45,243,0.411522633744856,0,0,1,0,0,0,0
HHS Regions,Region 1,2011,46,192,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,46,435,0.689655172413793,0,0,1,0,1,1,0
HHS Regions,Region 3,2011,46,500,0.4,0,0,1,0,1,0,0
HHS Regions,Region 4,2011,46,960,1.97916666666667,0,0,3,0,7,9,0
HHS Regions,Region 5,2011,46,373,0.536193029490617,0,0,2,0,0,0,0
HHS Regions,Region 6,2011,46,601,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2011,46,275,1.81818181818182,0,0,2,0,3,0,0
HHS Regions,Region 8,2011,46,522,0.957854406130268,0,0,2,0,3,0,0
HHS Regions,Region 9,2011,46,458,1.31004366812227,0,0,3,0,1,2,0
HHS Regions,Region 10,2011,46,264,0.757575757575758,0,0,1,0,1,0,0
HHS Regions,Region 1,2011,47,194,1.54639175257732,0,0,1,1,0,1,0
HHS Regions,Region 2,2011,47,404,0.247524752475248,0,0,1,0,0,0,0
HHS Regions,Region 3,2011,47,410,0.975609756097561,0,0,3,1,0,0,0
HHS Regions,Region 4,2011,47,871,4.24799081515499,0,0,2,0,21,14,0
HHS Regions,Region 5,2011,47,282,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2011,47,628,1.27388535031847,0,0,1,0,4,3,0
HHS Regions,Region 7,2011,47,205,0.975609756097561,0,0,2,0,0,0,0
HHS Regions,Region 8,2011,47,482,2.4896265560166,0,0,8,1,3,0,0
HHS Regions,Region 9,2011,47,410,1.46341463414634,0,0,5,0,1,0,0
HHS Regions,Region 10,2011,47,222,0.900900900900901,0,0,0,0,1,1,0
HHS Regions,Region 1,2011,48,189,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2011,48,458,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2011,48,482,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2011,48,1015,3.15270935960591,0,0,4,1,14,13,0
HHS Regions,Region 5,2011,48,378,1.32275132275132,0,0,4,0,1,0,0
HHS Regions,Region 6,2011,48,655,0.458015267175573,0,0,0,0,2,1,0
HHS Regions,Region 7,2011,48,263,0.760456273764259,0,0,2,0,0,0,0
HHS Regions,Region 8,2011,48,575,3.30434782608696,0,0,14,1,2,2,0
HHS Regions,Region 9,2011,48,405,1.97530864197531,0,0,5,0,2,1,0
HHS Regions,Region 10,2011,48,249,1.20481927710843,0,0,3,0,0,0,0
HHS Regions,Region 1,2011,49,222,0.45045045045045,0,0,1,0,0,0,0
HHS Regions,Region 2,2011,49,282,0.354609929078014,0,0,0,1,0,0,0
HHS Regions,Region 3,2011,49,584,0.171232876712329,0,0,1,0,0,0,0
HHS Regions,Region 4,2011,49,955,4.3979057591623,0,0,10,4,15,13,0
HHS Regions,Region 5,2011,49,376,0.531914893617021,0,0,2,0,0,0,0
HHS Regions,Region 6,2011,49,770,2.46753246753247,0,0,1,0,15,3,0
HHS Regions,Region 7,2011,49,254,1.96850393700787,0,0,2,0,3,0,0
HHS Regions,Region 8,2011,49,565,4.24778761061947,0,0,14,0,8,2,0
HHS Regions,Region 9,2011,49,455,2.63736263736264,0,0,7,0,4,1,0
HHS Regions,Region 10,2011,49,247,0.404858299595142,0,0,0,0,0,1,0
HHS Regions,Region 1,2011,50,231,0.432900432900433,0,0,1,0,0,0,0
HHS Regions,Region 2,2011,50,263,0.760456273764259,0,0,2,0,0,0,0
HHS Regions,Region 3,2011,50,583,0.514579759862779,0,0,3,0,0,0,0
HHS Regions,Region 4,2011,50,1007,3.27706057596822,0,0,4,3,17,9,0
HHS Regions,Region 5,2011,50,412,3.88349514563107,0,0,14,1,0,1,0
HHS Regions,Region 6,2011,50,796,0.753768844221106,0,0,2,0,1,3,0
HHS Regions,Region 7,2011,50,322,3.72670807453416,0,0,9,0,3,0,0
HHS Regions,Region 8,2011,50,552,6.70289855072464,0,0,26,0,9,2,0
HHS Regions,Region 9,2011,50,465,3.87096774193548,0,0,13,0,1,4,0
HHS Regions,Region 10,2011,50,275,1.81818181818182,0,0,4,0,0,1,0
HHS Regions,Region 1,2011,51,218,1.37614678899083,0,0,1,1,0,1,0
HHS Regions,Region 2,2011,51,300,1,0,0,3,0,0,0,0
HHS Regions,Region 3,2011,51,536,0.559701492537313,0,0,2,1,0,0,0
HHS Regions,Region 4,2011,51,1073,4.00745573159366,0,0,9,3,18,13,0
HHS Regions,Region 5,2011,51,414,5.31400966183575,0,0,18,1,0,3,0
HHS Regions,Region 6,2011,51,892,1.45739910313901,0,0,1,0,10,2,0
HHS Regions,Region 7,2011,51,301,6.64451827242525,0,0,10,0,10,0,0
HHS Regions,Region 8,2011,51,601,8.31946755407654,0,0,27,0,21,2,0
HHS Regions,Region 9,2011,51,494,6.47773279352227,0,0,26,0,3,3,0
HHS Regions,Region 10,2011,51,322,2.48447204968944,0,0,7,1,0,0,0
HHS Regions,Region 1,2011,52,245,3.6734693877551,0,0,8,0,0,1,0
HHS Regions,Region 2,2011,52,310,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2011,52,631,0.475435816164818,0,0,3,0,0,0,0
HHS Regions,Region 4,2011,52,1079,3.52177942539388,0,0,13,0,21,4,0
HHS Regions,Region 5,2011,52,477,5.45073375262055,0,0,21,2,2,1,0
HHS Regions,Region 6,2011,52,1024,1.85546875,0,0,6,0,9,4,0
HHS Regions,Region 7,2011,52,305,7.54098360655738,0,0,13,0,9,1,0
HHS Regions,Region 8,2011,52,606,5.77557755775578,0,0,26,0,8,1,0
HHS Regions,Region 9,2011,52,466,3.86266094420601,0,0,8,2,4,4,0
HHS Regions,Region 10,2011,52,327,3.36391437308869,0,0,9,0,0,2,0
HHS Regions,Region 1,2012,1,285,1.05263157894737,0,0,0,0,0,3,0
HHS Regions,Region 2,2012,1,327,1.22324159021407,0,0,2,0,1,1,0
HHS Regions,Region 3,2012,1,697,0.717360114777618,0,0,2,0,1,2,0
HHS Regions,Region 4,2012,1,993,2.11480362537764,0,0,3,1,15,2,0
HHS Regions,Region 5,2012,1,564,6.38297872340426,0,0,31,2,1,2,0
HHS Regions,Region 6,2012,1,943,1.48462354188759,0,0,2,3,7,2,0
HHS Regions,Region 7,2012,1,337,5.34124629080119,0,0,12,1,4,1,0
HHS Regions,Region 8,2012,1,685,6.13138686131387,0,0,23,4,14,1,0
HHS Regions,Region 9,2012,1,492,5.08130081300813,0,0,18,4,1,2,0
HHS Regions,Region 10,2012,1,367,4.08719346049046,0,0,8,1,0,6,0
HHS Regions,Region 1,2012,2,285,2.45614035087719,0,0,2,3,0,2,0
HHS Regions,Region 2,2012,2,347,1.15273775216138,0,0,2,0,1,1,0
HHS Regions,Region 3,2012,2,600,1.16666666666667,0,0,4,1,1,1,0
HHS Regions,Region 4,2012,2,914,3.82932166301969,0,0,20,0,13,2,0
HHS Regions,Region 5,2012,2,506,9.88142292490119,0,0,39,7,0,4,0
HHS Regions,Region 6,2012,2,905,2.98342541436464,0,0,5,9,12,1,0
HHS Regions,Region 7,2012,2,318,7.54716981132075,0,0,16,1,5,2,0
HHS Regions,Region 8,2012,2,646,6.19195046439629,0,0,29,2,9,0,0
HHS Regions,Region 9,2012,2,457,7.22100656455142,0,0,19,7,5,2,0
HHS Regions,Region 10,2012,2,363,2.20385674931129,0,0,6,1,1,0,0
HHS Regions,Region 1,2012,3,283,1.76678445229682,0,0,4,0,1,0,0
HHS Regions,Region 2,2012,3,337,3.85756676557864,0,0,9,1,2,1,0
HHS Regions,Region 3,2012,3,639,2.50391236306729,0,0,8,3,4,1,0
HHS Regions,Region 4,2012,3,887,2.93122886133033,0,0,9,4,12,1,0
HHS Regions,Region 5,2012,3,462,10.6060606060606,0,0,46,1,0,2,0
HHS Regions,Region 6,2012,3,840,3.69047619047619,0,0,5,13,10,3,0
HHS Regions,Region 7,2012,3,306,5.55555555555556,0,0,12,1,4,0,0
HHS Regions,Region 8,2012,3,724,10.0828729281768,0,0,47,4,18,4,0
HHS Regions,Region 9,2012,3,525,12.952380952381,0,0,39,22,5,2,0
HHS Regions,Region 10,2012,3,361,6.09418282548477,0,0,16,1,1,4,0
HHS Regions,Region 1,2012,4,304,2.63157894736842,0,0,6,1,1,0,0
HHS Regions,Region 2,2012,4,324,2.16049382716049,0,0,3,2,1,1,0
HHS Regions,Region 3,2012,4,695,2.87769784172662,0,0,7,7,3,3,0
HHS Regions,Region 4,2012,4,1026,6.04288499025341,0,0,15,9,29,9,0
HHS Regions,Region 5,2012,4,521,15.1631477927063,0,0,64,6,5,4,0
HHS Regions,Region 6,2012,4,852,5.63380281690141,0,0,8,16,20,4,0
HHS Regions,Region 7,2012,4,361,13.0193905817175,0,0,35,1,11,0,0
HHS Regions,Region 8,2012,4,816,11.3970588235294,0,0,59,10,23,1,0
HHS Regions,Region 9,2012,4,562,15.8362989323843,0,0,51,28,6,4,0
HHS Regions,Region 10,2012,4,379,5.27704485488127,0,0,9,4,1,6,0
HHS Regions,Region 1,2012,5,208,5.28846153846154,0,0,8,0,1,2,0
HHS Regions,Region 2,2012,5,364,7.41758241758242,0,0,12,4,5,6,0
HHS Regions,Region 3,2012,5,645,2.32558139534884,0,0,4,3,4,4,0
HHS Regions,Region 4,2012,5,965,5.80310880829016,0,0,16,5,26,9,0
HHS Regions,Region 5,2012,5,589,21.2224108658744,0,0,109,9,5,2,0
HHS Regions,Region 6,2012,5,1041,6.82036503362152,0,0,7,26,31,7,0
HHS Regions,Region 7,2012,5,433,23.094688221709,0,0,68,4,25,3,0
HHS Regions,Region 8,2012,5,1055,13.5545023696682,0,0,62,39,39,3,0
HHS Regions,Region 9,2012,5,586,16.382252559727,0,0,53,32,8,3,0
HHS Regions,Region 10,2012,5,365,9.86301369863014,0,0,26,6,0,4,0
HHS Regions,Region 1,2012,6,242,4.13223140495868,0,0,3,4,0,3,0
HHS Regions,Region 2,2012,6,361,4.43213296398892,0,0,4,4,3,5,0
HHS Regions,Region 3,2012,6,638,3.76175548589342,0,0,14,5,1,4,0
HHS Regions,Region 4,2012,6,974,7.28952772073922,0,0,24,16,26,5,0
HHS Regions,Region 5,2012,6,623,26.9662921348315,0,0,143,7,7,11,0
HHS Regions,Region 6,2012,6,1052,8.84030418250951,0,0,8,32,43,10,0
HHS Regions,Region 7,2012,6,444,18.9189189189189,0,0,49,5,27,3,0
HHS Regions,Region 8,2012,6,1037,14.946962391514,0,0,59,44,51,1,0
HHS Regions,Region 9,2012,6,664,23.7951807228916,0,0,94,46,9,9,0
HHS Regions,Region 10,2012,6,378,7.93650793650794,0,0,21,4,0,5,0
HHS Regions,Region 1,2012,7,250,4,0,0,4,1,0,5,0
HHS Regions,Region 2,2012,7,372,11.8279569892473,0,0,21,11,5,7,0
HHS Regions,Region 3,2012,7,699,8.01144492131617,0,0,28,9,12,7,0
